carta,era,cargo,peso_sorteio,peso_dramatico,tipo,total_1000_carreiras,Destro,Canhoto,Vitinho,Dembele,Viciado,Elon Musk,Gabigol,CR7,Diego Ribas,Bruno
fisio_declinio_02,declinio,fisio,12,importante,arco,15,0,0,0,0,7,0,0,0,0,8
fisio_declinio_03,declinio,fisio,7,padrao,evento,20,0,0,0,0,10,0,0,0,0,10
fisio_legado_01,legado,fisio,9,padrao,evento,24,0,0,0,0,11,0,0,0,0,13
fisio_legado_02,legado,fisio,12,importante,arco,25,0,0,0,0,9,0,0,0,0,16
fisio_base_03,base,fisio,6,padrao,rotina,168,20,13,19,8,27,18,13,19,14,17
fisio_base_04,base,fisio,9,padrao,evento,253,29,14,28,30,37,22,20,15,28,30
imprensa_estouro_01,estouro,imprensa,9,padrao,evento,128,10,0,8,7,43,11,0,0,7,42
imprensa_estouro_02,estouro,imprensa,10,padrao,evento,126,7,1,5,11,48,14,0,0,6,34
imprensa_estouro_03,estouro/travessia,imprensa,6,padrao,rotina,140,8,1,4,11,61,7,0,0,4,44
imprensa_estouro_04,estouro,imprensa,8,padrao,evento,112,7,1,4,11,41,11,0,0,6,31
imprensa_travessia_01,travessia,imprensa,10,padrao,evento,23,0,0,0,1,11,0,0,0,0,11
imprensa_travessia_02,travessia/auge,imprensa,9,padrao,evento,88,0,0,1,1,49,0,0,0,0,37
imprensa_travessia_03,travessia/auge,imprensa,11,importante,arco,96,0,0,0,4,56,0,0,0,0,36
imprensa_travessia_04,travessia/auge/declinio,imprensa,6,padrao,rotina,87,0,0,0,3,55,1,0,0,0,28
imprensa_auge_01,auge,imprensa,11,legado,arco,46,0,0,0,0,27,0,0,0,0,19
imprensa_auge_02,auge/declinio,imprensa,11,legado,arco,68,0,0,0,0,36,0,0,0,0,32
imprensa_auge_03,auge,imprensa,10,importante,arco,40,0,0,0,0,20,0,0,0,0,20
imprensa_auge_04,auge/declinio,imprensa,6,padrao,rotina,43,0,0,0,0,17,0,0,0,0,26
imprensa_auge_05,auge,imprensa,8,padrao,evento,36,0,0,0,0,20,0,0,0,0,16
imprensa_declinio_01,declinio,imprensa,13,legado,arco,0,0,0,0,0,0,0,0,0,0,0
imprensa_declinio_02,declinio,imprensa,10,padrao,evento,31,0,0,0,0,19,0,0,0,0,12
imprensa_declinio_03,declinio,imprensa,10,padrao,evento,11,0,0,0,0,8,0,0,0,0,3
imprensa_declinio_04,declinio/legado,imprensa,6,padrao,rotina,34,0,0,0,0,17,0,0,0,0,17
imprensa_legado_01,legado,imprensa,12,importante,arco,34,0,0,0,0,16,0,0,0,0,18
imprensa_legado_02,legado,imprensa,9,padrao,evento,31,0,0,0,0,15,0,0,0,0,16
imprensa_legado_03,legado,imprensa,11,importante,arco,31,0,0,0,0,14,0,0,0,0,17
imprensa_travessia_05,travessia/auge,imprensa,12,importante,arco,48,0,0,0,2,31,0,0,0,0,15
mae_base_01,base,mae,9,importante,evento,227,27,22,16,21,24,27,19,13,26,32
mae_base_02,base/estouro,mae,6,padrao,rotina,237,22,14,26,22,56,26,9,9,24,29
mae_base_03,base,mae,10,padrao,evento,237,18,25,26,22,39,30,21,11,26,19
mae_estouro_01,estouro,mae,10,padrao,evento,122,3,1,8,12,35,8,0,0,9,46
mae_estouro_02,estouro/travessia,mae,10,importante,evento,163,6,0,8,8,62,11,0,0,8,60
mae_estouro_03,estouro/travessia/auge,mae,6,padrao,rotina,146,2,0,5,10,69,9,0,0,2,49
mae_travessia_01,travessia/auge,mae,7,importante,evento,36,0,0,0,2,13,0,0,0,0,21
mae_travessia_02,travessia,mae,9,importante,evento,21,0,0,0,2,9,0,0,0,0,10
mae_travessia_03,travessia/auge,mae,12,importante,evento,104,1,0,0,3,59,0,0,0,0,41
mae_auge_01,auge,mae,6,padrao,rotina,24,0,0,0,0,12,0,0,0,0,12
mae_auge_02,auge,mae,10,padrao,evento,43,0,0,0,0,21,0,0,0,0,22
mae_auge_03,auge/declinio,mae,12,importante,evento,49,0,0,0,0,26,0,0,0,0,23
mae_declinio_01,declinio,mae,11,padrao,evento,35,0,0,0,0,21,0,0,0,0,14
mae_declinio_02,declinio,mae,11,padrao,evento,15,0,0,0,0,9,0,0,0,0,6
mae_base_04,base,mae,6,padrao,rotina,180,12,20,20,11,26,21,23,10,18,19
mae_base_05,base/estouro,mae,9,padrao,evento,339,33,19,37,26,65,47,15,15,28,54
morte_base_peneira,base,mae,4,legado,morte_subita,111,12,14,9,9,13,18,5,6,14,11
morte_base_apito,base,coord_base,4,legado,morte_subita,117,14,12,12,13,16,9,7,8,11,15
morte_estouro_tatuagem,estouro,capitao,4,legado,morte_subita,59,5,0,4,3,21,5,0,0,2,19
morte_estouro_carro,estouro,empresario,4,legado,morte_subita,52,4,0,4,2,11,9,0,0,4,18
morte_travessia_procuracao,travessia,empresario,4,legado,morte_subita,7,0,0,0,0,6,0,0,0,0,1
morte_travessia_live,travessia/auge,imprensa,4,legado,morte_subita,53,0,0,0,0,32,0,0,0,0,21
morte_auge_var,auge,organizada,4,legado,morte_subita,27,0,0,0,0,17,0,0,0,0,10
morte_auge_helicoptero,auge,apostas,4,legado,morte_subita,15,0,0,0,0,7,0,0,0,0,8
morte_auge_selecao,auge,imprensa,4,legado,morte_subita,16,0,0,0,1,12,0,0,0,0,3
morte_declinio_aposta,declinio,apostas,4,legado,morte_subita,11,0,0,0,0,8,0,0,0,0,3
morte_base_van,base,coord_base,4,legado,morte_subita,122,21,13,10,12,14,5,8,4,16,19
morte_base_pelada,base,parceiro,4,legado,morte_subita,121,8,5,13,19,15,15,3,11,14,18
morte_estouro_bicicleta,estouro,imprensa,4,legado,morte_subita,67,2,0,2,10,22,6,0,0,1,24
morte_estouro_moto,estouro,parceiro,4,legado,morte_subita,57,4,0,3,3,21,6,0,0,6,14
morte_travessia_neve,travessia,fisio,4,legado,morte_subita,48,1,0,0,2,26,0,0,0,0,19
morte_travessia_visto,travessia,empresario,4,legado,morte_subita,47,0,0,0,2,29,0,0,0,0,16
morte_auge_jetski,auge,companheira,4,legado,morte_subita,14,0,0,0,0,7,0,0,0,0,7
morte_declinio_infiltra,declinio,fisio,4,legado,morte_subita,16,0,0,0,0,9,0,0,0,0,7
morte_declinio_pesagem,declinio,treinador,4,legado,morte_subita,13,0,0,0,0,9,0,0,0,0,4
morte_declinio_despedida,declinio,diretor,4,legado,morte_subita,19,0,0,0,0,9,0,0,0,0,10
morte_legado_veterano,legado,fisio,4,legado,morte_subita,18,0,0,0,0,10,0,0,0,0,8
morte_legado_reserva,legado,imprensa,4,legado,morte_subita,24,0,0,0,0,13,0,0,0,0,11
morte_legado_homenagem,legado,organizada,4,legado,morte_subita,12,0,0,0,0,6,0,0,0,0,6
morte_legado_ultimo_treino,legado,roupeiro,4,legado,morte_subita,17,0,0,0,0,9,0,0,0,0,8
organizada_estouro_01,estouro,organizada,9,padrao,evento,112,5,2,7,9,36,7,0,0,5,41
organizada_estouro_02,estouro/travessia/auge,organizada,8,importante,evento,181,5,1,5,10,74,9,0,0,5,72
organizada_estouro_03,estouro/travessia,organizada,6,padrao,rotina,132,4,1,5,5,61,10,0,0,2,44
organizada_estouro_04,estouro,organizada,8,padrao,evento,118,5,0,9,9,38,17,0,0,7,33
organizada_travessia_01,travessia,organizada,9,padrao,evento,21,0,0,0,2,6,0,0,0,0,13
organizada_travessia_02,travessia/auge,organizada,9,padrao,evento,87,0,0,0,4,47,0,0,0,0,36
organizada_travessia_03,travessia/auge,organizada,10,padrao,evento,89,0,0,0,3,50,0,0,0,0,36
organizada_auge_01,auge,organizada,12,importante,arco,51,0,0,0,0,28,0,0,0,0,23
organizada_auge_02,auge,organizada,9,padrao,evento,38,0,0,0,0,21,0,0,0,0,17
organizada_auge_03,auge,organizada,11,padrao,evento,51,0,0,0,0,31,0,0,0,0,20
organizada_auge_04,auge/declinio,organizada,6,padrao,rotina,38,0,0,0,0,24,0,0,0,0,14
organizada_declinio_01,declinio,organizada,11,padrao,evento,30,0,0,0,0,17,0,0,0,0,13
organizada_declinio_02,declinio,organizada,9,padrao,evento,26,0,0,0,0,13,0,0,0,0,13
organizada_declinio_03,declinio/legado,organizada,6,padrao,rotina,40,0,0,0,0,22,0,0,0,0,18
organizada_legado_01,legado,organizada,12,importante,arco,37,0,0,0,0,16,0,0,0,0,21
organizada_legado_02,legado,organizada,11,importante,arco,31,0,0,0,0,15,0,0,0,0,16
parceiro_base_01,base,parceiro,12,importante,arco,305,35,26,31,37,36,26,25,25,28,36
parceiro_base_02,base,parceiro,11,padrao,evento,269,26,22,26,31,36,33,21,15,25,34
parceiro_base_03,base,parceiro,6,padrao,rotina,165,13,13,13,16,26,23,9,16,16,20
parceiro_base_04,base,parceiro,12,padrao,evento,316,35,25,42,33,41,38,18,10,32,42
parceiro_base_05,base,parceiro,10,padrao,evento,237,24,12,22,14,32,37,17,19,27,33
parceiro_base_06,base,parceiro,9,padrao,evento,222,23,17,18,21,26,28,17,20,25,27
parceiro_base_07,base,parceiro,6,padrao,rotina,169,20,17,15,21,18,20,9,8,19,22
parceiro_base_08,base,parceiro,10,padrao,evento,274,34,27,30,28,30,31,12,17,35,30
parceiro_base_09,base,parceiro,12,importante,arco,308,31,24,30,37,45,33,16,20,36,36
parceiro_estouro_01,estouro,parceiro,14,importante,arco,25,0,1,0,1,7,5,0,0,0,11
parceiro_estouro_02,estouro,parceiro,10,padrao,evento,141,10,1,6,13,42,20,0,0,8,41
parceiro_estouro_03,estouro,parceiro,9,padrao,evento,110,8,1,13,7,36,9,0,0,3,33
roupeiro_base_01,base,roupeiro,6,padrao,rotina,163,12,14,17,21,19,19,10,13,18,20
roupeiro_base_02,base,roupeiro,10,padrao,evento,291,34,20,27,29,40,35,20,19,31,36
roupeiro_base_03,base/estouro,roupeiro,6,padrao,rotina,217,16,14,25,21,40,23,12,6,26,34
roupeiro_base_04,base,roupeiro,9,padrao,evento,244,26,27,22,24,22,29,23,22,24,25
roupeiro_base_05,base,roupeiro,11,padrao,evento,296,37,23,27,33,33,32,20,26,37,28
roupeiro_estouro_01,estouro/travessia,roupeiro,6,padrao,rotina,138,5,0,4,8,68,9,0,0,6,38
roupeiro_travessia_01,travessia,roupeiro,9,padrao,evento,40,0,0,0,2,17,0,0,0,0,21
roupeiro_auge_01,auge,roupeiro,9,padrao,evento,32,0,0,0,0,17,0,0,0,0,15
roupeiro_declinio_01,declinio,roupeiro,11,padrao,evento,28,0,0,0,0,13,0,0,0,0,15
roupeiro_declinio_02,declinio,roupeiro,6,padrao,rotina,22,0,0,0,0,12,0,0,0,0,10
roupeiro_legado_01,legado,roupeiro,12,importante,arco,35,0,0,0,0,19,0,0,0,0,16
roupeiro_vida2_01,base/estouro,roupeiro,14,padrao,evento,433,38,38,43,42,75,48,17,25,37,70
roupeiro_vida3_01,base/estouro/travessia,roupeiro,16,importante,arco,490,51,36,50,49,85,51,23,25,41,79
roupeiro_vida4_01,base/estouro/travessia/auge,roupeiro,18,importante,arco,520,48,36,53,46,92,58,25,23,56,83
sucessor_declinio_01,declinio,sucessor,12,legado,evento,32,0,0,0,0,18,0,0,0,0,14
sucessor_declinio_02,declinio,sucessor,11,padrao,evento,39,0,0,0,0,22,0,0,0,0,17
sucessor_declinio_03,declinio,sucessor,9,padrao,evento,29,0,0,0,0,16,0,0,0,0,13
sucessor_declinio_04,declinio,sucessor,6,padrao,rotina,29,0,0,0,0,14,0,0,0,0,15
sucessor_declinio_05,declinio,sucessor,10,padrao,evento,6,0,0,0,0,3,0,0,0,0,3
sucessor_declinio_06,declinio,sucessor,9,padrao,evento,29,0,0,0,0,11,0,0,0,0,18
sucessor_declinio_07,declinio,sucessor,12,padrao,evento,8,0,0,0,0,6,0,0,0,0,2
sucessor_declinio_08,declinio,sucessor,6,padrao,rotina,18,0,0,0,0,11,0,0,0,0,7
sucessor_legado_01,legado,sucessor,12,legado,arco,35,0,0,0,0,15,0,0,0,0,20
sucessor_legado_02,legado,sucessor,10,padrao,evento,33,0,0,0,0,16,0,0,0,0,17
sucessor_legado_03,legado,sucessor,11,padrao,evento,32,0,0,0,0,16,0,0,0,0,16
sucessor_legado_04,legado,sucessor,10,padrao,evento,6,0,0,0,0,3,0,0,0,0,3
sucessor_legado_05,legado,sucessor,16,importante,arco,38,0,0,0,0,17,0,0,0,0,21
sucessor_legado_06,legado,sucessor,9,padrao,evento,27,0,0,0,0,14,0,0,0,0,13
transferencia_sobe,base/estouro/travessia/auge/declinio/legado,empresario,0,importante,arco,634,20,12,36,39,281,40,6,17,28,155
transferencia_desce,base/estouro/travessia/auge/declinio/legado,empresario,0,importante,arco,50,0,0,1,6,14,6,0,0,0,23
treinador_estreia,estouro,treinador,14,padrao,evento,155,9,0,6,13,51,20,0,0,8,48
treinador_banco,declinio,treinador,12,importante,evento,38,0,0,0,0,17,0,0,0,0,21
treinador_estouro_01,estouro,treinador,10,padrao,evento,103,5,0,10,9,33,10,0,0,5,31
treinador_estouro_02,estouro/travessia,treinador,6,padrao,rotina,133,4,0,6,8,51,4,0,0,8,52
treinador_estouro_03,estouro,treinador,10,padrao,evento,113,8,0,6,5,36,7,0,0,4,47
treinador_travessia_01,travessia/auge,treinador,12,importante,arco,110,1,0,0,2,63,0,0,0,1,43
treinador_travessia_02,travessia/auge,treinador,10,padrao,evento,98,0,0,1,2,54,0,0,0,0,41
treinador_travessia_03,travessia/auge/declinio,treinador,6,padrao,rotina,91,1,0,0,2,50,0,0,0,0,38
treinador_travessia_04,travessia,treinador,10,padrao,evento,80,0,0,0,3,48,0,0,0,0,29
treinador_auge_01,auge,treinador,10,padrao,evento,38,0,0,0,0,20,0,0,0,0,18
treinador_auge_02,auge,treinador,10,padrao,evento,37,0,0,0,1,24,0,0,0,0,12
treinador_auge_03,auge,treinador,9,padrao,evento,36,0,0,0,0,23,0,0,0,0,13
treinador_auge_04,auge/declinio,treinador,6,padrao,rotina,47,0,0,0,0,32,0,0,0,0,15
treinador_auge_05,auge,treinador,9,padrao,evento,34,0,0,0,0,21,0,0,0,0,13
treinador_declinio_01,declinio,treinador,12,importante,arco,35,0,0,0,0,19,0,0,0,0,16
treinador_declinio_02,declinio,treinador,10,legado,evento,27,0,0,0,0,12,0,0,0,0,15
treinador_declinio_03,declinio,treinador,6,padrao,rotina,22,0,0,0,0,9,0,0,0,0,13
treinador_declinio_04,declinio,treinador,13,legado,arco,34,0,0,0,0,20,0,0,0,0,14
treinador_rangel_01,estouro,treinador,10,padrao,evento,45,4,0,4,0,16,3,0,0,4,14
treinador_rangel_02,travessia,treinador,10,padrao,evento,30,0,0,0,1,16,0,0,0,0,13
treinador_rangel_03,auge,treinador,10,padrao,evento,20,0,0,0,0,11,0,0,0,0,9
treinador_rangel_04,declinio,treinador,11,padrao,evento,13,0,0,0,0,4,0,0,0,0,9
treinador_rangel_05,declinio,treinador,10,padrao,evento,11,0,0,0,0,4,0,0,0,0,7
treinador_iracema_01,estouro,treinador,10,padrao,evento,33,0,0,5,3,8,2,0,0,3,12
treinador_iracema_02,travessia/auge,treinador,12,legado,arco,25,0,0,0,2,10,1,0,0,0,12
treinador_iracema_03,auge,treinador,10,padrao,evento,9,0,0,0,0,7,0,0,0,0,2
treinador_iracema_04,auge,treinador,11,legado,evento,10,0,0,0,0,5,0,0,0,0,5
treinador_iracema_05,declinio,treinador,10,padrao,evento,8,0,0,0,0,3,0,0,0,0,5
treinador_pecanha_01,estouro,treinador,10,padrao,evento,54,4,1,3,5,17,8,0,0,3,13
treinador_pecanha_02,travessia,treinador,10,padrao,evento,32,0,0,1,0,19,0,0,0,0,12
treinador_pecanha_03,auge,treinador,10,padrao,evento,14,0,0,0,0,10,0,0,0,0,4
treinador_pecanha_04,auge,treinador,10,padrao,evento,21,0,0,0,0,17,0,0,0,0,4
treinador_pecanha_05,declinio,treinador,11,padrao,evento,13,0,0,0,0,6,0,0,0,0,7
